what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1254430217776
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1254430217776
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v200908101600,"org.eclipse.wst.common.modulecore",1254430217776
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.core",1254430217776
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v200908101420,"org.eclipse.wst.jsdt.core",1254430217776
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1254430217776
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1254430217776
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1254430217776
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1254430217776
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1254430217776
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1254430217776
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1254430217782
os,sysinfo,,,"macosx",1254430217783
arch,sysinfo,,,"x86",1254430217783
ws,sysinfo,,,"carbon",1254430217783
locale,sysinfo,,,"en_US",1254430217783
processors,sysinfo,,,"2",1254430217783
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1254430217783
java.runtime.version,sysinfo,,,"1.5.0_20-b02-315",1254430217783
java.specification.name,sysinfo,,,"Java Platform API Specification",1254430217783
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1254430217783
java.specification.version,sysinfo,,,"1.5",1254430217783
java.vendor,sysinfo,,,"Apple Inc.",1254430217783
java.version,sysinfo,,,"1.5.0_20",1254430217783
java.vm.info,sysinfo,,,"mixed mode",1254430217783
